Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
3-May-2011,109.75,110.80,108.70,109.65,109.826569131769906311,51127,847,5615103.00,20645,40.38,2.10,-0.10
2-May-2011,113.70,113.70,108.30,109.75,109.866669932292687174,183732,2167,20186023.00,73722,40.12,5.40,-3.95
29-April-2011,113.15,114.10,112.10,112.45,113.160490181603425365,81276,1597,9197232.00,39120,48.13,2.00,-0.70
28-April-2011,114.00,115.00,112.55,112.95,113.620232600763117116,120034,1313,13638291.00,50715,42.25,2.45,-1.05
27-April-2011,114.75,114.75,112.50,112.90,113.498892886797675062,50582,828,5741001.00,23830,47.11,2.25,-1.85
26-April-2011,114.75,115.40,113.20,113.70,113.958068008150789607,62816,948,7158390.00,31693,50.45,2.20,-1.05
25-April-2011,115.60,115.95,114.15,114.75,114.926536555233626991,67993,1007,7814200.00,32697,48.09,1.80,-0.85
21-April-2011,118.00,119.00,115.00,115.60,115.872099913396235015,65817,730,7626354.00,27799,42.24,4.00,-2.40
20-April-2011,115.50,117.00,115.20,116.35,116.102701387198831832,36981,498,4293594.00,17734,47.95,1.80,0.85
19-April-2011,115.95,115.95,114.50,115.10,114.988427002030779770,40871,534,4699692.00,18356,44.91,1.45,-0.85
18-April-2011,116.10,117.40,114.50,114.75,115.578947368421052631,60268,741,6965712.00,24887,41.29,2.90,-1.35
15-April-2011,118.20,118.50,116.10,116.45,116.841091425706167474,47864,569,5592482.00,15852,33.12,2.40,-1.75
13-April-2011,116.00,118.50,115.40,117.65,116.847996540789852983,69380,894,8106914.00,16010,23.08,3.10,1.65
11-April-2011,118.70,118.70,116.40,117.10,117.215209870302206916,63301,1014,7419840.00,23564,37.23,2.30,-1.60
8-April-2011,120.55,120.70,118.05,118.55,118.894091680195545502,54821,685,6517893.00,24338,44.40,2.65,-2.00
7-April-2011,118.50,120.75,118.00,119.70,119.807669286169411673,103582,1653,12409918.00,32587,31.46,2.75,1.20
6-April-2011,118.70,121.50,117.55,119.10,119.557340601685612755,214996,2663,25704350.00,88234,41.04,3.95,0.40
5-April-2011,118.70,119.60,116.70,118.65,118.430084338122113904,124736,1487,14772495.00,32232,25.84,2.90,-0.05
4-April-2011,116.60,118.50,116.00,118.25,117.602842706637589458,130228,1395,15315183.00,54422,41.79,2.50,1.65
1-April-2011,113.00,117.15,112.55,115.75,115.712388641425389755,143680,1995,16625556.00,53964,37.56,4.60,2.75
31-March-2011,112.50,113.30,111.75,112.80,112.345777481070255266,56921,671,6394834.00,23746,41.72,1.55,0.30
30-March-2011,112.00,112.40,111.65,112.00,111.970175101019819126,46773,476,5237181.00,21177,45.28,0.75,0.00
29-March-2011,112.50,112.60,111.30,111.80,111.955695915451432200,88186,932,9872925.00,41073,46.58,1.30,-0.70
28-March-2011,112.65,113.00,111.75,112.10,112.323224864208470765,60939,625,6844865.00,26649,43.73,1.25,-0.55
25-March-2011,113.00,113.45,112.25,113.10,112.880092404254082640,68828,852,7769311.00,23506,34.15,1.20,0.10
24-March-2011,112.25,112.80,111.00,112.40,111.895895092944582010,57346,669,6416782.00,31224,54.45,1.80,0.15
23-March-2011,110.70,112.10,110.60,111.75,111.588843031677918386,36587,450,4082701.00,18495,50.55,1.50,1.05
22-March-2011,110.80,111.25,110.15,110.90,110.646994964733980222,313191,753,34653643.00,277372,88.56,1.10,0.10
21-March-2011,111.10,111.95,110.15,110.60,110.711775279693075416,37273,553,4126560.00,16237,43.56,1.80,-0.50
18-March-2011,113.40,113.40,110.40,110.75,111.381889712321426237,76509,837,8521717.00,28856,37.72,3.00,-2.65
17-March-2011,112.90,113.00,111.30,112.65,112.497114110539672558,44527,515,5009159.00,16114,36.19,1.70,-0.25
16-March-2011,111.35,113.70,111.35,113.10,112.953867001254705144,99625,1171,11253029.00,33098,33.22,2.35,1.75
15-March-2011,111.90,111.90,107.50,111.20,110.729088483028938370,143892,1446,15933030.00,77786,54.06,4.40,-0.70
14-March-2011,111.35,113.25,110.55,113.05,112.425148299930762177,106878,1219,12015775.00,47127,44.09,2.70,1.70
11-March-2011,113.00,113.50,109.40,111.35,111.181160761501850872,151280,2106,16819486.00,64386,42.56,4.10,-1.65
10-March-2011,111.95,113.50,110.60,113.05,112.100944230404850628,126664,1569,14199154.00,53389,42.15,2.90,1.10
9-March-2011,112.00,112.45,108.55,111.65,111.038647320855713002,218204,1972,24229077.00,93640,42.91,3.90,-0.35
8-March-2011,109.50,111.85,109.50,111.35,110.669236896606659232,282465,2562,31260186.00,164229,58.14,2.35,1.85
7-March-2011,110.50,110.50,108.25,109.20,109.065769845076881717,189707,2280,20690540.00,103750,54.69,2.25,-1.30
4-March-2011,114.00,116.00,109.20,110.35,110.574810677708460866,436161,5819,48228420.00,245910,56.38,6.80,-3.65
3-March-2011,116.00,116.70,111.60,112.80,113.436764410380066597,278688,3305,31613465.00,124630,44.72,5.10,-3.20
1-March-2011,118.90,118.90,116.15,116.70,116.952790277184502946,170897,2530,19986881.00,88065,51.53,2.75,-2.20
28-February-2011,119.95,120.95,118.25,118.90,119.131907672285098184,78373,1058,9336725.00,29863,38.10,2.70,-1.05
25-February-2011,119.40,120.50,116.80,118.35,118.302590661036022409,82643,1008,9776881.00,38115,46.12,3.70,-1.05
24-February-2011,122.50,123.00,116.15,119.05,119.098807205784234964,146882,1828,17493471.00,66184,45.06,6.85,-3.45
23-February-2011,122.75,123.35,120.80,122.30,122.073244120674637738,37887,546,4624989.00,11072,29.22,2.55,-0.45
22-February-2011,122.00,123.75,122.00,122.80,122.675040849673202614,39168,497,4804936.00,15298,39.06,1.75,0.80
21-February-2011,122.55,123.85,122.20,122.90,122.806209923298833759,73141,858,8982169.00,41576,56.84,1.65,0.35
18-February-2011,123.80,123.80,122.00,122.30,122.459837570228625465,107862,926,13208763.00,59160,54.85,1.80,-1.50
17-February-2011,123.00,123.45,122.40,122.90,122.904637208397551960,66829,748,8213594.00,30121,45.07,1.05,-0.10
16-February-2011,122.85,124.05,121.75,122.60,123.002161940072195102,102223,1354,12573650.00,36795,35.99,2.30,-0.25
15-February-2011,120.80,122.65,120.00,121.90,121.181983042640259012,105323,1319,12763250.00,47323,44.93,2.65,1.10
14-February-2011,118.20,122.30,117.25,120.15,120.536757495822227132,144814,2979,17455410.00,70600,48.75,5.05,1.95
11-February-2011,116.50,117.10,116.00,116.95,116.853817378528483156,191938,1267,22428688.00,132711,69.14,1.10,0.45
10-February-2011,114.95,117.35,113.60,116.50,115.832706866993919904,281739,2748,32634591.00,114226,40.54,3.75,1.55
9-February-2011,123.00,124.50,114.30,115.35,117.455588983477950384,585339,7147,68751337.00,337725,57.70,10.20,-7.65
8-February-2011,125.00,125.80,119.00,122.70,122.609468123702525023,664271,7819,81445914.00,166605,25.08,6.80,-2.30
7-February-2011,124.40,124.60,123.00,124.15,123.732166138945799962,75166,1104,9300452.00,32430,43.14,1.60,-0.25
4-February-2011,126.50,127.75,121.55,123.15,124.495839364482647440,145771,1801,18147883.00,38385,26.33,6.20,-3.35
3-February-2011,124.05,127.65,123.55,126.10,125.097959722100079148,113710,1558,14224889.00,57675,50.72,4.10,2.05
2-February-2011,124.10,125.25,123.20,124.65,124.453011257035647279,106600,1299,13266691.00,40682,38.16,2.05,0.55
1-February-2011,124.00,125.25,123.50,124.10,124.253887307741890699,403364,1594,50119545.00,366850,90.95,1.75,0.10
31-January-2011,122.00,125.00,121.10,123.40,123.259701517069081704,121682,1646,14998487.00,48485,39.85,3.90,1.40
28-January-2011,126.90,127.00,121.75,123.95,123.712721155386692911,87382,1466,10810265.00,41106,47.04,5.25,-2.95
27-January-2011,126.50,129.50,125.10,125.85,127.564032071203957410,108758,2166,13873609.00,30164,27.73,4.40,-0.65
25-January-2011,123.10,127.80,123.10,126.45,126.611407456259456104,103108,1154,13054649.00,53260,51.65,4.70,3.35
24-January-2011,124.25,126.00,123.00,125.65,124.947725634308019622,56873,649,7106152.00,24149,42.46,3.00,1.40
21-January-2011,123.85,124.45,123.50,123.80,123.907597311371150238,118871,1337,14729020.00,78411,65.96,0.95,-0.05
20-January-2011,124.00,124.50,121.95,124.15,123.363786599195359068,87741,2371,10824062.00,40360,46.00,2.55,0.15
19-January-2011,124.90,125.00,123.35,123.95,123.916764687012126007,93518,1837,11588448.00,41949,44.86,1.65,-0.95
18-January-2011,123.00,124.90,122.25,124.40,123.749912430095058641,82791,1504,10245379.00,30476,36.81,2.65,1.40
17-January-2011,121.75,123.50,120.05,122.90,121.984572930107273703,106177,1273,12951956.00,43457,40.93,3.45,1.15
14-January-2011,124.40,124.50,120.55,122.25,123.332891209454433169,142494,1482,17574197.00,41177,28.90,3.95,-2.15
13-January-2011,123.25,124.20,121.70,123.55,122.997086367938959510,487021,3263,59902164.00,283833,58.28,2.50,0.30
12-January-2011,124.00,124.00,120.50,122.25,121.656561813063207826,388955,3340,47318928.00,245189,63.04,3.50,-1.75
11-January-2011,124.25,125.05,121.50,122.90,122.971718199940620095,235770,1965,28993042.00,140874,59.75,3.55,-1.35
10-January-2011,127.30,127.30,124.00,124.25,125.056862854348135628,161529,1664,20200310.00,95721,59.26,3.30,-3.05
7-January-2011,130.00,130.35,126.10,126.85,127.883769778649720646,93788,1245,11993963.00,42015,44.80,4.25,-3.15
6-January-2011,130.50,130.70,129.00,129.85,129.781555792454931661,62849,870,8156641.00,27699,44.07,1.70,-0.65
5-January-2011,130.75,131.50,128.80,129.90,130.141102920593449659,107170,1085,13947222.00,55109,51.42,2.70,-0.85
4-January-2011,130.15,131.00,129.20,130.00,130.068536690039269845,309907,1104,40309150.00,62153,20.06,1.80,-0.15
3-January-2011,131.00,131.85,129.55,129.95,130.176847874817417964,414882,1512,54008031.00,83064,20.02,2.30,-1.05
31-December-2010,130.50,132.35,129.80,130.10,130.671971323604904984,224017,1477,29272743.00,142711,63.71,2.55,-0.40
30-December-2010,129.00,131.25,129.00,130.00,129.858823614826969082,550942,1828,71544680.00,256037,46.47,2.25,1.00
29-December-2010,129.00,130.45,128.45,129.95,129.724199131843430432,238897,1724,30990722.00,131443,55.02,2.00,0.95
28-December-2010,128.00,128.85,126.90,128.50,128.146865246745106232,153154,1835,19626205.00,48094,31.40,1.95,0.50
27-December-2010,128.00,128.50,126.75,127.20,127.729528244203000799,85044,1109,10862630.00,34610,40.70,1.75,-0.80
24-December-2010,126.90,128.40,124.40,127.50,126.315728486726304619,317583,2368,40115728.00,70863,22.31,4.00,0.60
23-December-2010,126.00,127.45,124.15,126.35,126.133200486571273088,624780,4446,78805501.00,269960,43.21,3.30,0.35
22-December-2010,125.00,126.00,124.10,124.55,124.786534772459380128,129801,1918,16197417.00,62458,48.12,1.90,-0.45
21-December-2010,126.00,126.00,122.15,124.30,124.286233178136360737,313580,2240,38973677.00,215185,68.62,3.85,-1.70
20-December-2010,125.00,125.75,124.00,124.70,124.860946795140343527,59675,742,7451077.00,28465,47.70,1.75,-0.30
16-December-2010,125.95,125.95,124.10,124.95,124.881648399985337780,109124,1402,13627585.00,59284,54.33,1.85,-1.00
15-December-2010,125.00,126.85,124.40,124.80,125.166732668366210429,242418,1173,30342669.00,186399,76.89,2.45,-0.20
14-December-2010,126.00,127.00,124.15,124.85,125.057828734500291404,199036,1664,24891010.00,138240,69.45,2.85,-1.15
13-December-2010,125.05,126.70,124.05,125.05,125.192781805202248207,198914,1774,24902597.00,134436,67.58,2.65,0.00
10-December-2010,123.50,127.00,123.50,124.85,125.099694380416115148,330149,3132,41301539.00,190543,57.71,3.50,1.35
9-December-2010,129.00,129.70,123.05,124.65,126.027173393838070217,167480,1861,21107031.00,74877,44.71,6.65,-4.35
8-December-2010,131.10,132.25,128.80,129.30,129.695428321411491773,98279,1298,12746337.00,47397,48.23,3.45,-1.80
7-December-2010,131.50,133.70,130.50,131.05,131.490673857908761115,93447,871,12287409.00,41941,44.88,3.20,-0.45
6-December-2010,132.25,134.25,131.00,131.75,132.551943334544133672,115626,1116,15326451.00,56955,49.26,3.25,-0.50
3-December-2010,137.00,137.50,129.60,132.25,132.813192980534946751,146108,1944,19405070.00,54811,37.51,7.90,-4.75
2-December-2010,138.90,139.35,134.80,135.65,136.731741120069731967,114725,1168,15686549.00,41673,36.32,4.55,-3.25
1-December-2010,136.05,139.80,135.90,137.05,137.540945196522412999,165172,1679,22717913.00,44209,26.77,3.90,1.00
30-November-2010,128.75,137.00,124.70,136.05,134.210228331385402374,236148,3472,31693477.00,118759,50.29,12.30,7.30
29-November-2010,130.00,133.80,127.60,131.70,130.944055093570896486,263116,3854,34453476.00,80135,30.46,6.20,1.70
26-November-2010,137.00,138.15,121.00,130.10,130.089174083692628358,594915,5871,77392001.00,182142,30.62,17.15,-6.90
25-November-2010,139.90,140.00,135.00,137.90,137.862127152712293414,221639,2308,30555624.00,93491,42.18,5.00,-2.00
24-November-2010,139.70,141.50,137.10,138.30,139.861596693062403506,261027,2165,36507653.00,123094,47.16,4.40,-1.40
23-November-2010,140.00,140.90,136.85,138.75,139.059554413024850042,221730,2136,30833675.00,98162,44.27,4.05,-1.25
22-November-2010,138.40,142.65,136.00,140.85,139.276747246703246336,305452,2158,42542361.00,143601,47.01,6.65,2.45
19-November-2010,139.00,139.90,136.30,137.00,137.662113877819414845,126223,1520,17376125.00,52671,41.73,3.60,-2.00
18-November-2010,137.10,141.00,136.00,138.00,138.613272205775632681,260439,3405,36100302.00,82813,31.80,5.00,0.90
16-November-2010,139.50,141.70,135.00,136.80,137.579527357264456607,273145,2808,37579160.00,107140,39.22,6.70,-2.70
15-November-2010,137.80,142.20,137.00,139.20,139.806169435492832536,287968,2481,40259703.00,81696,28.37,5.20,1.40
12-November-2010,137.80,144.40,137.15,137.70,140.682535396235798765,514744,5516,72415491.00,153522,29.82,7.25,-0.10
11-November-2010,140.00,142.20,135.00,137.20,138.562724116503526004,175411,1801,24305426.00,65224,37.18,7.20,-2.80
10-November-2010,141.00,142.40,139.25,139.90,140.724157437179945218,100764,1103,14179929.00,40593,40.29,3.15,-1.10
9-November-2010,141.50,142.60,140.25,141.65,141.740491857054646495,207296,1876,29382237.00,126626,61.08,2.35,0.15
8-November-2010,142.90,142.90,138.70,141.15,140.389904571391093329,121976,1915,17124199.00,60363,49.49,4.20,-1.75
5-November-2010,142.90,142.90,140.00,141.10,141.108572140725915825,136407,1350,19248197.00,89043,65.28,2.90,-1.80
4-November-2010,139.30,142.40,137.50,140.65,140.114511298041060833,435695,4257,61047192.00,215810,49.53,4.90,1.35
3-November-2010,133.50,139.90,133.10,139.30,137.944307269676576388,492883,4484,67990404.00,205550,41.70,6.80,5.80
2-November-2010,131.85,133.70,131.10,132.70,132.480777416608621623,103368,1742,13694273.00,49102,47.50,2.60,0.85
1-November-2010,130.00,132.50,129.30,131.00,130.951294995610184372,45560,607,5966141.00,24642,54.09,3.20,1.00
29-October-2010,128.00,130.30,127.55,128.85,129.012740643589863693,149443,1885,19280051.00,66925,44.78,2.75,0.85
28-October-2010,133.00,133.00,128.00,128.65,129.415973041856964472,292305,3126,37828936.00,179781,61.50,5.00,-4.35
27-October-2010,132.75,133.20,131.00,131.35,131.823318981213718055,93366,1489,12307816.00,61658,66.04,2.20,-1.40
26-October-2010,134.55,135.00,132.20,132.45,133.245345380407935980,111341,2107,14835670.00,63826,57.32,2.80,-2.10
25-October-2010,135.00,135.95,134.00,134.30,134.879721862871927554,185520,1682,25022886.00,56238,30.31,1.95,-0.70
22-October-2010,134.40,134.90,133.60,134.10,134.100209586910959367,73955,695,9917381.00,40919,55.33,1.30,-0.30
21-October-2010,134.35,134.75,133.50,134.05,134.111142599510498518,77630,810,10411048.00,42283,54.47,1.25,-0.30
20-October-2010,128.00,135.10,128.00,133.70,133.764552552406241245,82099,1099,10981936.00,36095,43.97,7.10,5.70
19-October-2010,132.00,135.00,132.00,133.45,134.073032450578142484,93835,1046,12580743.00,52617,56.07,3.00,1.45
18-October-2010,133.95,134.00,130.30,132.60,132.202346853922202716,162345,2032,21462390.00,81472,50.18,3.70,-1.35
15-October-2010,134.75,134.95,133.00,133.40,133.721041468847338202,112687,1711,15068623.00,57046,50.62,1.95,-1.35
14-October-2010,135.10,136.45,133.70,134.25,135.120998196712031893,123663,1448,16709468.00,55999,45.28,2.75,-0.85
13-October-2010,135.00,136.55,134.80,135.05,135.285387401782459297,128923,1337,17441398.00,67100,52.05,1.75,0.05
12-October-2010,137.70,138.00,134.50,135.45,135.618727951252223096,137196,1421,18606347.00,65337,47.62,3.50,-2.25
11-October-2010,137.70,140.50,137.10,137.55,138.773436872210330998,273778,2735,37993114.00,94384,34.47,3.40,-0.15
8-October-2010,138.40,139.00,135.15,135.90,136.550560137425307313,216554,1978,29570570.00,137406,63.45,3.85,-2.50
7-October-2010,136.15,138.50,136.15,137.10,137.298325228657198532,227852,1732,31283698.00,124202,54.51,2.35,0.95
6-October-2010,138.05,139.95,135.55,136.60,137.366294983464253694,336846,3131,46271287.00,141560,42.03,4.40,-1.45
5-October-2010,133.90,138.20,133.00,137.20,136.149482695670942403,495743,4019,67495153.00,172480,34.79,5.20,3.30
4-October-2010,135.50,135.90,133.00,133.35,133.726285213805031097,450995,2448,60309886.00,312042,69.19,2.90,-2.15
1-October-2010,134.40,135.25,133.50,134.35,134.288594768467975378,341659,2762,45880907.00,265431,77.69,1.75,-0.05
30-September-2010,135.00,135.00,133.55,134.10,134.124886502704196439,101324,1337,13590070.00,45407,44.81,1.45,-0.90
29-September-2010,135.00,135.75,134.50,135.00,135.002561755611863328,179174,1436,24188949.00,129017,72.01,1.25,0.00
28-September-2010,135.50,136.00,134.10,134.85,135.080416339411435889,141327,2701,19090510.00,82434,58.33,1.90,-0.65
27-September-2010,138.00,138.00,135.20,135.80,135.956793777814069325,195944,1392,26639918.00,127374,65.01,2.80,-2.20
24-September-2010,137.00,137.65,135.50,136.00,136.186339735656312179,146249,1233,19917116.00,97992,67.00,2.15,-1.00
23-September-2010,137.90,137.90,136.20,136.55,136.750640693843026852,79211,1722,10832155.00,37579,47.44,1.70,-1.35
22-September-2010,138.20,138.95,136.30,137.25,137.337889787356814796,128243,1800,17612623.00,60278,47.00,2.65,-0.95
21-September-2010,139.95,140.90,137.50,138.15,138.606658393069936589,161961,2158,22448873.00,79333,48.98,3.40,-1.80
20-September-2010,139.00,141.75,137.30,139.20,139.738480889185512231,233742,2309,32662752.00,86814,37.14,4.45,0.20
17-September-2010,140.00,140.00,137.50,138.15,138.396880422642442792,258753,2203,35810608.00,146925,56.78,2.50,-1.85
16-September-2010,140.00,141.20,138.80,139.35,139.607074669610095164,268168,2390,37438150.00,172000,64.14,2.40,-0.65
15-September-2010,142.40,142.95,139.80,140.65,140.966692193733718134,299029,3137,42153129.00,148652,49.71,3.15,-1.75
14-September-2010,144.00,144.55,140.60,141.20,142.130140845070422535,244950,2250,34814778.00,126494,51.64,3.95,-2.80
13-September-2010,141.00,144.50,139.65,143.25,142.436204719561327973,672393,4934,95773107.00,364786,54.25,4.85,2.25
9-September-2010,141.10,141.10,138.25,138.90,139.382866425090591028,200075,1695,27887027.00,111740,55.85,2.85,-2.20
8-September-2010,140.00,142.00,138.50,140.50,140.726556096457993773,742997,5472,104559409.00,357205,48.08,3.50,0.50
7-September-2010,136.90,138.20,135.50,137.35,136.999503481938103553,237655,2325,32558617.00,93107,39.18,2.70,0.45
6-September-2010,134.50,136.70,134.00,136.45,135.703591433749539766,279749,2342,37962944.00,129503,46.29,2.70,1.95
3-September-2010,135.15,136.25,133.20,133.85,134.897378134752784246,315615,3191,42575636.00,106603,33.78,3.05,-1.30
2-September-2010,133.70,135.30,131.20,133.20,133.689584703117810899,688977,5616,92109049.00,255715,37.12,4.10,-0.50
1-September-2010,137.00,138.25,136.55,138.05,137.657317993701033342,153676,1757,21154626.00,78486,51.07,1.70,1.05
31-August-2010,134.60,136.45,134.00,135.95,134.979441441312777154,140039,1545,18902386.00,56557,40.39,2.45,1.35
30-August-2010,137.45,137.50,134.85,136.00,135.978839979359573431,279064,2869,37946799.00,147177,52.74,2.65,-1.45
27-August-2010,137.40,138.50,135.20,135.70,136.689734989843639283,232859,2372,31829435.00,129197,55.48,3.30,-1.70
26-August-2010,137.85,139.80,136.60,137.15,138.035083976300565904,285914,3124,39466163.00,138951,48.60,3.20,-0.70
25-August-2010,140.00,140.80,136.05,137.15,137.834552711214605262,381342,3407,52562104.00,150504,39.47,4.75,-2.85
24-August-2010,140.40,142.00,138.20,139.50,140.209575791330177295,269325,2632,37761944.00,141205,52.43,3.80,-0.90
23-August-2010,140.00,143.85,139.10,139.95,141.375086572068226842,745044,4892,105330660.00,388246,52.11,4.75,-0.05
20-August-2010,140.60,141.40,139.10,139.80,139.982973127535489405,671468,2019,93994087.00,550982,82.06,2.30,-0.80
19-August-2010,139.70,140.50,137.05,140.15,139.084316576335180561,525472,3131,73084914.00,309003,58.80,3.45,0.45
18-August-2010,138.00,139.70,136.45,139.10,138.341238466464788621,252958,1991,34994523.00,86430,34.17,3.25,1.10
17-August-2010,138.55,139.25,137.00,137.50,138.340978744955124757,191531,1433,26496586.00,112535,58.76,2.25,-1.05
16-August-2010,138.10,141.00,137.40,137.85,139.234998478290274584,236576,1923,32939659.00,138126,58.39,3.60,-0.25
13-August-2010,140.90,142.00,138.20,139.80,140.352154091352747130,647512,3589,90879704.00,355557,54.91,3.80,-1.10
12-August-2010,140.00,143.15,139.15,141.30,141.375904722048805252,291526,3073,41214752.00,101916,34.96,4.00,1.30
11-August-2010,140.00,144.45,140.00,140.80,142.494357548732025788,515113,4954,73400696.00,161629,31.38,4.45,0.80
10-August-2010,137.00,141.80,136.50,140.60,139.452884119769457851,832299,6404,116066496.00,369528,44.40,5.30,3.60
9-August-2010,135.00,136.70,135.00,136.35,136.098537654094043322,133279,1417,18139077.00,60504,45.40,1.70,1.35
6-August-2010,135.00,136.45,132.55,134.80,135.127247108717791325,358405,3541,48430281.00,152212,42.47,3.90,-0.20
5-August-2010,136.90,137.75,134.80,135.20,136.525669352434933597,422722,3311,57712404.00,223149,52.79,2.95,-1.70
4-August-2010,134.90,137.70,134.00,135.85,136.128375506642116841,1324653,10097,180322861.00,423804,31.99,3.70,0.95
3-August-2010,135.50,136.35,133.55,134.30,134.636136398671976278,966549,5863,130132423.00,541569,56.03,2.80,-1.20
2-August-2010,129.00,135.25,128.20,134.55,132.562539646639113540,1131874,9183,150044092.00,513075,45.33,7.05,5.55
30-July-2010,127.65,129.45,127.00,127.50,128.348589390757672592,306676,2467,39361432.00,118793,38.74,2.45,-0.15
29-July-2010,127.50,128.70,126.80,127.70,127.520950653813114441,157155,1849,20040555.00,58566,37.27,1.90,0.20
28-July-2010,129.45,129.45,127.10,127.40,127.970952815965181999,134643,1147,17230393.00,68388,50.79,2.35,-2.05
27-July-2010,128.90,129.50,127.60,128.65,128.723565428997566527,178346,1924,22957333.00,83039,46.56,1.90,-0.25
26-July-2010,129.90,129.90,127.80,128.30,128.694801708904645804,178828,1603,23014234.00,97344,54.43,2.10,-1.60
23-July-2010,129.25,133.80,126.55,127.95,128.708921359556753664,2716503,8685,349638171.00,2019547,74.34,7.25,-1.30
22-July-2010,126.25,128.90,126.15,127.55,127.783049209189397557,521427,2935,66629532.00,247344,47.44,2.75,1.30
21-July-2010,125.35,127.10,125.10,126.20,125.997076657111804597,3146740,1170,396480041.00,3082195,97.95,2.00,0.85
20-July-2010,126.00,127.25,124.85,125.35,125.985287990593202292,108007,1146,13607293.00,37016,34.27,2.40,-0.65
19-July-2010,126.00,126.40,125.05,125.90,125.605990759594414412,96749,848,12152254.00,43961,45.44,1.35,-0.10
16-July-2010,126.00,127.00,125.60,126.50,126.542131250144880502,86278,796,10917802.00,49105,56.91,1.40,0.50
15-July-2010,126.25,127.75,125.45,126.90,126.516497121963581073,138115,1110,17473826.00,73288,53.06,2.30,0.65
14-July-2010,124.45,126.75,123.25,126.30,125.115136427334927046,303275,2370,37944293.00,175840,57.98,3.50,1.85
13-July-2010,124.95,125.25,122.85,123.10,123.609714227497325658,196310,1653,24265823.00,112094,57.10,2.40,-1.85
12-July-2010,126.60,127.90,124.00,124.90,125.520657095721155533,227912,1441,28607664.00,177497,77.88,3.90,-1.70
9-July-2010,125.15,128.25,124.85,127.50,126.923168748648826476,319167,2920,40509687.00,176858,55.41,3.40,2.35
8-July-2010,125.85,126.35,124.30,124.95,125.209944236956724153,96659,1190,12102668.00,52941,54.77,2.05,-0.90
7-July-2010,126.40,126.40,123.85,124.10,124.748090013947582072,96074,1076,11985048.00,59274,61.70,2.55,-2.30
6-July-2010,126.00,127.50,125.30,125.75,126.394448376460839993,115858,1175,14643808.00,46674,40.29,2.20,-0.25
5-July-2010,125.00,129.25,124.80,126.20,127.716966781727024600,393127,3772,50208988.00,93949,23.90,4.45,1.20
2-July-2010,127.50,127.50,124.55,124.85,125.620260860874200426,120064,1256,15082471.00,53218,44.32,2.95,-2.65
1-July-2010,126.00,127.00,125.00,126.20,126.056898597488625402,234294,1494,29534375.00,102234,43.63,2.00,0.20
30-June-2010,121.65,127.00,121.65,126.40,125.631756456712494227,450384,4652,56582533.00,210889,46.82,5.35,4.75
29-June-2010,123.00,124.45,122.05,123.55,123.435881055092699311,151835,1389,18741887.00,56044,36.91,2.40,0.55
28-June-2010,121.80,124.45,120.55,123.95,122.635145813578213638,240444,2303,29486885.00,124896,51.94,3.90,2.15
25-June-2010,119.30,121.65,119.00,120.05,120.338346760028341937,167949,1581,20210705.00,81167,48.33,2.65,0.75
24-June-2010,121.85,122.95,119.70,120.05,121.180241538144235396,218185,1814,26439711.00,152053,69.69,3.25,-1.80
23-June-2010,122.55,124.70,121.55,121.85,122.808810468719917025,161013,1607,19773815.00,41797,25.96,3.15,-0.70
22-June-2010,124.80,124.80,121.50,121.95,122.647758174407188122,168055,1261,20611569.00,78825,46.90,3.30,-2.85
21-June-2010,124.30,125.20,123.30,124.80,124.415487932687662130,269074,2293,33476973.00,140722,52.30,1.90,0.50
18-June-2010,123.75,124.95,122.10,123.00,123.526964470925246611,222719,2044,27511802.00,76242,34.23,2.85,-0.75
17-June-2010,123.00,123.85,120.85,123.10,122.459560252096858266,211030,1869,25842641.00,89053,42.20,3.00,0.10
16-June-2010,123.00,123.75,122.20,122.85,122.967967017377256119,172697,1398,21236199.00,101223,58.61,1.55,-0.15
15-June-2010,124.25,125.00,121.60,122.05,122.535830092135707355,120583,1722,14775738.00,60504,50.18,3.40,-2.20
14-June-2010,122.50,124.90,122.40,124.25,124.021750613842988917,376725,3037,46722094.00,225069,59.74,2.50,1.75
11-June-2010,117.25,122.00,117.25,121.05,120.653768306852072494,540508,4380,65214327.00,290234,53.70,4.75,3.80
10-June-2010,115.25,117.25,115.25,116.85,116.211823611182618545,77692,966,9028729.00,29681,38.20,2.00,1.60
9-June-2010,115.80,116.60,114.75,114.95,115.545526255112071162,82403,942,9521298.00,46911,56.93,1.85,-0.85
8-June-2010,117.55,117.55,115.50,115.80,116.578250080914877548,92690,981,10805638.00,44336,47.83,2.05,-1.75
7-June-2010,116.20,117.80,115.65,116.95,117.039104691261630555,76845,835,8993870.00,44124,57.42,2.15,0.75
4-June-2010,120.00,120.00,118.05,118.25,118.795747921558672336,78785,824,9359323.00,40022,50.80,1.95,-1.75
3-June-2010,119.30,120.80,118.70,119.20,119.789551310242740836,186454,1633,22335241.00,112787,60.49,2.10,-0.10
2-June-2010,118.00,121.00,118.00,118.85,119.817263672089779429,172779,1791,20701907.00,103387,59.84,3.00,0.85
1-June-2010,119.65,121.70,118.35,118.70,119.924197324237577195,94403,1052,11321204.00,31908,33.80,3.35,-0.95
